,Predictions,Actual,Stock Price
1488,126.22349193953872,131.02,127.26
1438,93.57585845963004,94.16,90.86
805,61.605118479152566,61.39,60.35
301,133.9332827165838,121.44,134.05
812,43.62454610869417,43.94,42.49
434,98.49968903649238,98.92,97.23
18,121.27863047512314,117.14,121.37
1530,66.44527926118214,65.78,64.84
1778,198.32063377637047,187.67,196.66
1411,126.72260126316024,134.23,125.6
427,58.09660565726454,60.09,56.92
841,141.80666834991786,142.66,141.94
1106,77.19656526365301,81.72,75.86
1330,352.67212668770475,290.06,364.7
960,70.49248022136979,74.67,67.65
205,78.54631406495413,71.9,77.44
1782,53.430955638913304,56.25,52.88
1535,58.37611567059963,58.88,57.38
391,2105.7583434968315,2136.54,2080.02
553,70.31136401647936,65.76,69.21
327,48.18611153237504,45.82,46.77
1303,62.01452480584356,61.61,59.4
1519,175.1004495924854,173.97,173.74
1236,161.5913944114783,179.22,161.2
530,160.6000892125818,137.31,157.66
1081,127.80715012530997,124.39,125.24
834,42.6942231995679,43.96,41.58
1794,87.45111640121118,91.98,88.49
322,102.56620443444295,106.62,100.48
759,70.37496529906376,64.38,69.21
1745,52.86324898239658,53.21,51.29
1463,66.34082394516527,67.8,64.75
531,66.42789353794275,68.45,64.95
1613,121.59220352892292,124.47,120.33
597,68.04975139346061,64.7,68.48
82,116.80204395486729,118.1,117.16
172,45.32174227952474,38.89,43.77
651,22.86887219860052,22.77,22.28
762,77.70760765481936,79.77,76.48
639,152.25059881409953,154.57,149.62
1628,30.846141864372488,31.36,29.51
1546,45.20320298554674,40.28,43.39
1581,420.28000832457474,433.2,417.02
1368,91.33684450607177,90.1,89.14
1033,222.38743942079162,207.3,219.7
390,26.03568158711062,24.06,24.29
512,339.8071838485781,344.91,340.95
1835,58.890910040817424,61.43,57.26
1245,50.91462767338816,48.5,49.51
1439,66.56643834668459,62.62,64.07
1296,44.82725223629085,44.16,43.52
581,67.12417615355909,65.96,66.06
1486,207.78511009085292,219.0,209.61
255,201.98722316754413,199.41,198.84
1616,86.13167193708274,79.5,84.69
1074,44.81371600479446,45.71,44.85
1253,117.37459179689189,119.53,114.55
281,51.7902914136316,54.28,50.91
967,14.561731894561772,14.57,13.16
827,50.862996785384816,52.63,48.87
1157,57.2375778719697,54.3,55.36
39,159.8166347837752,166.73,158.03
429,129.86808890658943,136.98,129.45
1735,289.23738759340694,304.96,285.42
778,60.10631501386958,55.8,58.87
697,29.298246245776927,29.52,29.03
1335,56.238331087039306,57.41,54.14
903,30.164426621969458,26.11,29.51
584,85.7434364446041,84.49,84.3
1699,70.03548168061855,61.7,69.26
132,96.43188436948638,93.6,95.53
1383,61.34097183313051,65.05,60.39
566,223.46927965874465,200.88,223.18
1798,40.814960208311945,36.33,39.73
107,49.0545262168997,49.14,47.94
80,110.5401595099493,88.65,105.87
1096,19.267969398912022,17.28,17.94
854,29.259613980686375,27.74,27.57
955,62.99642764803244,60.8,62.59
1816,72.53113832665238,63.35,71.13
613,131.99963706142842,132.68,129.88
223,238.47022648141456,241.23,236.86
1855,46.04250873562101,45.33,44.65
1631,123.82602866419688,115.41,121.6
412,135.08279149304013,144.35,131.88
643,118.56743939331079,116.87,117.44
893,48.404406888345854,43.51,46.36
1193,54.923166606707376,58.83,54.49
940,14.001050637377231,12.3,12.99
244,97.75722608697262,99.46,95.87
2,99.58150610325579,103.14,98.73
1271,45.81182704876645,45.05,44.88
1704,53.8871510419799,54.69,52.6
1752,71.87142810684423,75.55,70.15
1667,87.91592313635842,87.31,86.71
1575,136.25994664680064,135.2,140.64
1424,63.7282074337333,67.15,63.58
634,34.47674426304189,34.81,33.52
443,88.7481821944654,89.84,86.43
1091,73.57924567420453,71.75,72.15
715,34.939638642107475,29.15,32.98
1749,432.7659717287787,427.75,419.9
753,72.50819977003323,74.79,71.45
861,45.98983866853094,41.08,45.97
1826,165.27746499951985,170.17,160.95
1305,50.08684055879115,52.83,49.11
505,90.80374527752954,83.12,89.67
1223,30.44858718448666,31.28,30.0
521,41.94071767638482,40.69,40.53
1451,99.24818154668246,85.87,96.97
328,47.51308138762114,45.7,45.24
344,125.46851972567644,129.82,123.02
382,101.94649283308219,99.06,99.88
1503,185.50317255446362,175.04,184.07
1405,82.88685253311324,87.06,81.8
219,48.76106173854369,49.57,47.36
1208,67.89882119923831,65.58,65.7
774,236.28353325200686,246.28,234.18
1853,137.82601866158416,142.94,136.49
1500,73.88509219260523,73.2,72.49
1571,296.76027085897005,323.63,293.13
324,391.454028385252,440.62,385.62
589,180.91587774395816,191.52,178.64
426,37.621582751665095,34.8,36.39
791,70.73100297184233,72.6,69.03
514,139.01837835329627,133.44,137.26
366,187.02024909347068,190.06,183.67
928,38.75103095364361,38.1,36.91
1727,102.86923183502773,110.31,101.47
700,140.62685047175546,149.59,140.36
60,71.48634055434464,71.55,71.04
273,58.987900987099735,59.53,57.3
1639,68.39190538532186,66.65,66.99
4,163.20084962261404,165.17,163.59
1413,99.49689475074373,107.08,101.39
416,39.33123242029537,40.47,38.27
712,114.97726549640485,101.82,115.87
1121,35.899030392173124,33.39,34.35
1138,101.36697440090512,106.05,100.04
144,250.78674601266118,251.56,245.05
508,14.178937805457823,12.09,12.78
196,86.84724276227101,94.34,85.22
1675,259.9524944005611,275.33,255.78
493,88.20409945914102,90.38,86.73
652,31.698934050104217,32.0,31.12
471,43.122735155031776,43.14,41.74
399,24.743058068225853,22.5,23.91
537,15.747764693124939,13.89,14.5
684,36.60589981256802,35.35,36.2
950,165.98947162983325,162.47,163.93
1041,53.62012389062299,51.21,52.02
1781,58.781837283480904,58.05,56.99
1775,121.80041024098294,127.74,122.7
78,72.31495265908941,69.6,72.55
501,52.46177886830396,53.83,50.66
1412,132.3745996426543,131.82,128.85
1418,101.99843000594828,98.25,99.88
195,189.92378433308312,202.37,192.79
562,35.59187646765367,36.37,33.97
1786,37.74508824514641,36.95,36.78
240,266.33042108592787,292.61,263.95
1785,61.32293558988651,59.96,59.16
262,47.381918725683,45.63,46.24
466,86.51765490536066,86.01,85.86
1800,81.75890130659847,78.78,85.79
675,61.096070333144006,61.2,60.31
1367,69.3088533465695,70.93,67.96
480,48.896553705278166,46.36,46.92
174,48.71018119833474,50.38,48.11
1497,60.38325705763488,58.41,59.26
453,418.262377087741,431.95,412.52
970,54.936649520777785,50.89,53.38
41,15.300977598830038,13.28,13.95
910,99.76750998483979,98.46,98.06
777,84.08682421659371,81.91,82.67
1115,35.894244345536386,34.77,35.12
288,206.68043176246272,202.75,204.38
1687,76.47045018804829,75.91,74.92
924,64.31197257542074,65.14,64.33
1051,119.14187402353787,125.06,117.93
352,1072.9031369519917,1055.94,1083.75
1090,104.83565431347566,100.84,105.43
1673,48.267294652617636,49.22,47.4
995,46.68777804183279,42.79,45.43
1489,66.52152362550873,68.35,64.51
982,38.36443085993954,37.12,36.48
1445,130.96156960479027,108.83,127.4
690,116.44223084906687,116.67,115.05
64,45.867411868735324,46.84,45.53
1430,55.16753056345098,59.37,54.95
714,69.27393083633692,71.21,66.73
139,42.581585224207345,41.59,40.99
1190,41.19312334796681,38.17,39.97
1372,87.38354743272423,92.43,86.55
401,34.747316984365284,37.1,33.58
181,156.92802046130043,153.23,157.2
1762,121.48501891751297,122.74,118.87
1660,19.597594784855314,20.2,19.25
1725,23.152705809513986,22.49,22.91
943,102.06781027540666,101.59,101.34
1310,38.16661126534253,41.36,37.9
454,27.718421835482193,24.69,27.04
558,79.25243706552479,77.39,77.82
319,1270.2072492576447,1221.75,1258.15
1672,57.606766748220174,57.06,56.75
1099,63.29036120984539,58.27,62.3
1094,105.2949834745911,110.67,104.14
59,41.022814730380425,38.83,39.69
1793,140.82802662920227,142.76,142.74
1373,73.85659259788092,73.21,73.45
1299,91.00305341937026,84.45,89.31
816,168.93300755233378,168.12,171.47
618,197.8098413062243,213.68,194.55
56,98.1377622507367,100.57,97.54
1611,47.11988125284791,46.26,45.14
614,63.933955276213446,65.63,62.78
1147,143.49446244710907,140.98,141.85
1232,30.19262889671294,28.88,28.53
1329,80.97875236534819,85.77,79.51
321,185.43406746462233,200.51,184.54
536,199.0357081665722,208.71,197.13
69,55.87191906734443,48.15,55.01
847,74.74888117211461,74.3,73.36
445,29.59531276186455,27.79,28.27
342,44.16536242752066,45.51,43.06
446,21.745939356694592,21.94,20.97
297,68.25818775698497,70.2,66.82
1570,39.46148501370002,39.43,37.78
371,181.30091255221794,185.05,178.78
1204,73.22577301404907,77.23,72.24
689,152.842543616662,148.34,149.54
817,52.565725077787874,54.76,51.25
1550,99.42272111095866,91.41,96.99
1331,99.95502518718857,103.56,98.19
47,64.82298513078939,64.7,63.65
1524,88.74979154029191,84.96,87.02
674,405.7421369863735,399.21,398.13
1251,18.794560859513844,16.05,18.05
1054,103.35344799270617,110.64,102.52
1647,89.37916826196023,96.29,87.89
1268,147.79562983326053,145.81,144.83
1010,123.07183034602943,134.12,121.55
1318,70.00153714175063,66.74,68.83
938,141.13579294243021,136.16,138.2
110,71.67476938209587,72.71,70.37
409,53.76051402224522,50.37,53.17
311,125.71473853566873,125.59,126.07
465,40.51419392973072,37.67,39.52
962,152.83893245581157,148.55,152.61
1686,78.9265374079834,87.26,79.4
1805,177.93995884584683,176.84,175.87
282,144.7383205684879,144.2,142.5
1708,106.09557240439456,110.68,104.78
