,Predicted,Actual,Starting Price,Shares,Predictions,,Actual,,$ made,absolute of F,Normalized,Money Invested,,BUY ROI,,SELL ROI,
703,82.3899404,85.14,82.76,0.010920708,-0.004471479,FALSE,0.028757854,,0.025991286,0.004471479,0.009037978,0.903797818,,,,,
155,39.32831083,37.96000002,38.54,0.10816653,0.020454355,TRUE,-0.015049299,,-0.062736585,0.020454355,0.041687381,4.168738057,,,,,
1597,409.4169443,418.62,406.46,0.003632504,0.007274872,TRUE,0.029916843,,0.044171249,0.007274872,0.014764676,1.476467586,,,,,
42,162.1549416,146.63,160.01,0.017053459,0.013405047,TRUE,-0.083619774,,-0.228175277,0.013405047,0.027287239,2.728723919,,,,,
1429,371.4236276,380.5000001,365.46,0.009094848,0.016318141,TRUE,0.041153615,,0.13678651,0.016318141,0.03323803,3.323803017,,,,,
736,83.29061877,85.96999997,83.01,0.008203156,0.003380542,TRUE,0.035658354,,0.024281342,0.003380542,0.00680944,0.680943986,,,,,
881,93.59147899,96.93,92.28,0.031356268,0.014211953,TRUE,0.050390117,,0.145806648,0.014211953,0.028935564,2.89355644,,,,,
10,166.1323317,166.56,164.13,0.015125159,0.012199669,TRUE,0.014805337,,0.036754137,0.012199669,0.024824924,2.482492395,,,,,
548,57.74656391,57.14999999,57.17,0.035867224,0.010085078,TRUE,-0.000349834,,-0.000717345,0.010085078,0.020505292,2.050529209,,,,,
1043,128.1526423,124.97,126.49,0.0211518,0.013144457,TRUE,-0.01201676,,-0.032150735,0.013144457,0.026754912,2.675491155,,,,,
802,33.47313898,33.26000001,34.28,0.139980406,-0.023537369,FALSE,-0.029754959,,-0.142780013,0.023537369,0.047985283,4.79852831,,,,,
853,105.4862168,104.51,104.1,0.026038186,0.013316204,TRUE,0.003938521,,0.010675657,0.013316204,0.027105752,2.710575197,,,,,
394,35.10371518,33.85,34.33,0.133827389,0.022537582,TRUE,-0.01398194,,-0.064237147,0.022537582,0.045942943,4.594294255,,,,,
1161,17.2686292,17.76,17.16,0.074797658,0.006330373,TRUE,0.034965035,,0.044878595,0.006330373,0.012835278,1.283527803,,,,,
1584,87.85653031,93.45,86.35,0.041162253,0.01744679,TRUE,0.082223509,,0.292251998,0.01744679,0.035543606,3.554360567,,,,,
984,92.34655416,86.29,88.88,0.089533443,0.039002635,TRUE,-0.029140414,,-0.231891618,0.039002635,0.079577324,7.957732431,,,,,
1549,178.1668644,175.59,176.21,0.012819573,0.011105297,TRUE,-0.003518529,,-0.007948135,0.011105297,0.022589369,2.258936928,,,,,
1237,70.76493731,70.90000003,70.55,0.008684994,0.003046595,TRUE,0.004961021,,0.003039748,0.003046595,0.006127263,0.612726326,,,,,
17,131.1014045,124.15,129.41,0.020557193,0.013070122,TRUE,-0.040646009,,-0.108130834,0.013070122,0.026603063,2.660306308,,,,,
1737,55.85650176,53.00000003,55.15,0.047276179,0.012810549,TRUE,-0.038984587,,-0.101643784,0.012810549,0.026072813,2.607281294,,,,,
941,44.90219517,42.99999999,44.27,0.065677599,0.014280442,TRUE,-0.028687599,,-0.083410551,0.014280442,0.029075473,2.90754729,,,,,
574,70.43808926,73.63999997,68.57,0.081021064,0.027243536,TRUE,0.07393904,,0.410776793,0.027243536,0.055556144,5.555614363,,,,,
371,180.8256134,175.8700001,178.78,0.013020093,0.011442071,TRUE,-0.016276988,,-0.037888469,0.011442071,0.023277322,2.327732182,,,,,
1818,57.33609595,55.32,55.82,0.099223225,0.027160443,TRUE,-0.008957363,,-0.049611613,0.027160443,0.055386404,5.538640423,,,,,
861,48.06207867,44.66999998,45.97,0.202022381,0.045509651,TRUE,-0.028279313,,-0.2626291,0.045509651,0.092869689,9.286968874,,,,,
828,55.78495592,56.82000001,55.65,0.008728941,0.002425084,TRUE,0.021024259,,0.010212861,0.002425084,0.004857656,0.485765553,,,,,
1391,50.20921333,54.96999998,50.47,0.020723403,-0.005167162,FALSE,0.089161878,,0.093255313,0.005167162,0.010459101,1.045910144,,,,,
1420,212.9729849,220.8700001,210.21,0.012727191,0.013143927,TRUE,0.050711194,,0.135671861,0.013143927,0.026753829,2.675382904,,,,,
1715,88.22870114,97.58000003,86.97,0.033883474,0.01447282,TRUE,0.121996091,,0.359503657,0.01447282,0.029468457,2.946845709,,,,,
932,23.01656305,23.53999999,22.16,0.355885645,0.038653567,TRUE,0.062274368,,0.491122189,0.038653567,0.078864259,7.886425902,,,,,
194,74.614601,74.38000002,72.63,0.076720597,0.027324811,TRUE,0.024094727,,0.134261046,0.027324811,0.055722169,5.572216939,,,,,
438,65.39506309,58.24000003,63.77,0.081480566,0.025483191,TRUE,-0.086717892,,-0.450587526,0.025483191,0.051960157,5.196015677,,,,,
20,77.72394744,77.27999998,77.83,0.003452753,-0.001362618,FALSE,-0.007066684,,-0.001899014,0.001362618,0.002687278,0.268727798,,,,,
1507,113.0880873,107.0599999,111.82,0.020631104,0.011340434,TRUE,-0.042568414,,-0.098204055,0.011340434,0.0230697,2.30697002,,,,,
1777,89.75922431,90.14000001,88.52,0.032197591,0.013999371,TRUE,0.018300949,,0.052160098,0.013999371,0.028501308,2.850130778,,,,,
1290,216.7803371,222.1099999,213.77,0.013411783,0.014082131,TRUE,0.039013893,,0.111854267,0.014082131,0.028670368,2.867036799,,,,,
1686,79.56177181,86.67999997,79.4,0.005120608,0.002037428,TRUE,0.091687657,,0.037278027,0.002037428,0.004065763,0.406576282,,,,,
1579,33.82199848,36.74000002,33.27,0.101582197,0.016591478,TRUE,0.104298167,,0.352490227,0.016591478,0.033796397,3.379639708,,,,,
1212,50.99987891,49.94999999,50.78,0.017229282,0.00433003,TRUE,-0.016345018,,-0.014300304,0.00433003,0.008749029,0.874902929,,,,,
1304,38.07976275,39.51999999,37.89,0.026747133,0.005008254,TRUE,0.043019266,,0.043597826,0.005008254,0.010134489,1.013448863,,,,,
1804,116.3496565,116.88,114.81,0.023776958,0.013410474,TRUE,0.018029788,,0.049218301,0.013410474,0.027298325,2.729832495,,,,,
62,152.1423038,149.5400001,150.17,0.017801929,0.013133807,TRUE,-0.004195245,,-0.011215214,0.013133807,0.026733157,2.673315667,,,,,
152,179.3537552,178.63,176.85,0.016298753,0.014157508,TRUE,0.010065027,,0.029011781,0.014157508,0.028824345,2.882434533,,,,,
1141,23.78832337,23.03,23.03,0.291652053,0.032927632,TRUE,0,,0,0.032927632,0.067167468,6.716746779,,,,,
1500,73.61013427,72.85999998,72.49,0.043411823,0.015452259,TRUE,0.005104152,,0.016062373,0.015452259,0.03146923,3.146923032,,,,,
424,45.70216312,43.93999999,45.8,0.009317648,-0.002136176,FALSE,-0.040611354,,-0.017330826,0.002136176,0.004267483,0.426748294,,,,,
680,133.190264,121.6,131.15,0.024157546,0.015556721,TRUE,-0.072817385,,-0.23070457,0.015556721,0.031682622,3.168262216,,,,,
790,36.23898155,36.64999999,36.46,0.033699773,-0.006061943,FALSE,0.00521119,,0.006402956,0.006061943,0.012286937,1.228693719,,,,,
1232,28.36241865,28.54999999,28.53,0.041720066,-0.005873865,FALSE,0.000701016,,0.000834401,0.005873865,0.011902735,1.190273486,,,,,
1819,34.81493768,34.44000002,34.12,0.121658474,0.020367458,TRUE,0.009378664,,0.038930714,0.020367458,0.041509871,4.150987143,,,,,
1779,67.12115705,67.25000001,65.54,0.075047027,0.024125069,TRUE,0.026090937,,0.128330416,0.024125069,0.049185821,4.918582124,,,,,
600,50.46022751,50.74,50.09,0.029950893,0.007391246,TRUE,0.012976642,,0.01946808,0.007391246,0.015002402,1.500240234,,,,,
209,75.15145704,78.05000001,74.03,0.041671071,0.015148683,TRUE,0.05430231,,0.167517705,0.015148683,0.030849094,3.084909364,,,,,
547,137.3364889,137.48,135.62,0.018993026,0.012656606,TRUE,0.013714791,,0.035327028,0.012656606,0.025758342,2.575834226,,,,,
304,107.7795985,104.86,106.34,0.025915185,0.013537695,TRUE,-0.013917623,,-0.038354475,0.013537695,0.027558208,2.755820773,,,,,
279,136.4524625,134.71,134.75,0.019081732,0.01263423,TRUE,-0.000296846,,-0.000763269,0.01263423,0.025712633,2.571263324,,,,,
1180,97.90590742,99.27000002,96.49,0.03096663,0.014674136,TRUE,0.028811276,,0.086087232,0.014674136,0.029879701,2.98797013,,,,,
530,156.0901672,149.33,157.66,0.012840172,-0.009957077,FALSE,-0.052835215,,-0.106958632,0.009957077,0.020243815,2.024381503,,,,,
1839,30.72413629,32.03000001,31.42,0.143683627,-0.022147158,FALSE,0.019414386,,0.087647014,0.022147158,0.045145396,4.514539567,,,,,
822,92.57798481,87.27000001,91.33,0.030458094,0.013664566,TRUE,-0.044454177,,-0.12365986,0.013664566,0.027817377,2.781737709,,,,,
604,113.3957665,118.28,111.91,0.024148446,0.013276441,TRUE,0.05692074,,0.153825599,0.013276441,0.027024526,2.702452552,,,,,
1205,44.51701779,43.32999999,44.09,0.044654814,0.009685139,TRUE,-0.017237469,,-0.033937659,0.009685139,0.019688308,1.968830755,,,,,
1883,17.97326579,17.82999999,18.01,0.022600297,-0.002039656,FALSE,-0.009994448,,-0.004068054,0.002039656,0.004070314,0.407031356,,,,,
1342,27.01516653,28.76,28.64,0.404317313,-0.056733012,FALSE,0.004189944,,0.048518076,0.056733012,0.115796478,11.57964783,,,,,
1486,211.9552331,219.14,209.61,0.010857997,0.011188556,TRUE,0.045465388,,0.10347671,0.011188556,0.022759447,2.275944732,,,,,
1394,69.74318454,66.94999997,68.12,0.071314754,0.023828311,TRUE,-0.017175573,,-0.083438265,0.023828311,0.048579611,4.857961072,,,,,
686,81.70651975,84.56999998,80.51,0.03758907,0.014861753,TRUE,0.050428518,,0.152611622,0.014861753,0.03026296,3.026296001,,,,,
737,103.6259216,105.2,102.35,0.024787013,0.012466259,TRUE,0.027845628,,0.070642987,0.012466259,0.025369507,2.536950738,,,,,
27,43.28439623,42.59999999,43.4,0.012315797,-0.002663681,FALSE,-0.01843318,,-0.009852638,0.002663681,0.005345056,0.534505608,,,,,
1725,23.1046049,23.15000001,22.91,0.075319667,0.008494321,TRUE,0.010475775,,0.01807672,0.008494321,0.017255736,1.72557357,,,,,
1398,90.39391169,97.61000003,89.02,0.035308249,0.015433742,TRUE,0.09649517,,0.30329786,0.015433742,0.031431403,3.143140328,,,,,
1788,25.04877388,28.01000001,26.1,0.31486699,-0.040276863,FALSE,0.073180077,,0.601395953,0.040276863,0.082180284,8.218028431,,,,,
151,630.780038,656.1399997,622.09,0.004571601,0.013969101,TRUE,0.054734845,,0.155663016,0.013969101,0.028439473,2.843947332,,,,,
688,84.5862934,84.56999997,82.41,0.065343506,0.026408123,TRUE,0.026210411,,0.141141971,0.026408123,0.053849583,5.384958346,,,,,
1862,137.7530785,140.9200001,136,0.01929095,0.012890283,TRUE,0.036176471,,0.094911475,0.012890283,0.026235692,2.6235692,,,,,
475,127.80957,65.28000003,126.16,0.021095023,0.013075222,TRUE,-0.482561826,,-1.284265002,0.013075222,0.026613481,2.661348107,,,,,
1813,273.8215973,289.8099999,270.37,0.009609874,0.012766199,TRUE,0.071901468,,0.186815953,0.012766199,0.025982217,2.598221677,,,,,
0,64.28284665,64.07999997,62.65,0.084827719,0.026062995,TRUE,0.022825219,,0.121303635,0.026062995,0.053144566,5.314456567,,,,,
1548,376.484892,414.8400001,370.44,0.008972581,0.016318141,TRUE,0.119857467,,0.39838261,0.016318141,0.03323803,3.323803017,,,,,
179,29.93844359,31.04000001,29.98,0.009123827,-0.001386138,FALSE,0.035356905,,0.009671256,0.001386138,0.002735323,0.273532325,,,,,
1098,81.15727199,81.08000003,79.04,0.069109634,0.026787348,TRUE,0.025809717,,0.140983656,0.026787348,0.054624255,5.462425491,,,,,
1115,34.723375,35.78000001,35.12,0.065414769,-0.011293422,FALSE,0.018792711,,0.043173748,0.011293422,0.022973667,2.297366674,,,,,
1702,259.0492454,262.17,256.13,0.009052553,0.011397514,TRUE,0.023581775,,0.054677419,0.011397514,0.023186303,2.31863033,,,,,
943,102.6674702,97.02000004,101.34,0.026309855,0.013099173,TRUE,-0.042628774,,-0.113658573,0.013099173,0.026662407,2.666240719,,,,,
259,145.8559213,134.92,143.8,0.02024303,0.014297089,TRUE,-0.061752434,,-0.179758111,0.014297089,0.029109478,2.910947785,,,,,
1814,54.59509062,51.85999998,53.24,0.097478293,0.025452491,TRUE,-0.025920361,,-0.134520047,0.025452491,0.051897443,5.189744337,,,,,
368,47.80979677,48.83999999,47.04,0.070861386,0.016364727,TRUE,0.038265306,,0.127550495,0.016364727,0.033333196,3.33331961,,,,,
14,70.87421709,76.29000003,70.84,0.001256997,0.000483019,TRUE,0.076933936,,0.006850632,0.000483019,0.000890456,0.089045648,,,,,
492,100.6975493,100.84,97.53,0.067926116,0.032477692,TRUE,0.033938275,,0.224835441,0.032477692,0.066248341,6.624834091,,,,,
416,38.29572783,41.09999999,38.27,0.003336964,0.000672271,TRUE,0.073948262,,0.009443607,0.000672271,0.001277056,0.127705594,,,,,
1423,84.88597634,82.15999996,84.41,0.013532375,0.005638862,TRUE,-0.02665561,,-0.030447845,0.005638862,0.011422678,1.142267789,,,,,
904,83.33626223,83.01000003,82.42,0.027436609,0.011116989,TRUE,0.007158457,,0.0161876,0.011116989,0.022613253,2.261325303,,,,,
341,72.71757923,74.64999999,72.37,0.013423807,0.004802808,TRUE,0.031504767,,0.030606279,0.004802808,0.009714809,0.971480881,,,,,
479,49.58947051,46.61000002,51.05,0.114293987,-0.028609784,FALSE,-0.086973555,,-0.507465299,0.028609784,0.05834708,5.834708022,,,,,
411,85.77047799,79.98000004,84.57,0.034174174,0.014195081,TRUE,-0.054274565,,-0.156859458,0.014195081,0.028901099,2.890109905,,,,,
1758,19.32354055,20.52,18.36,0.583384519,0.052480422,TRUE,0.117647059,,1.260110563,0.052480422,0.107109398,10.71093977,,,,,
1142,136.3225123,127.5,132.66,0.042440224,0.027608264,TRUE,-0.038896427,,-0.218991556,0.027608264,0.056301201,5.630120106,,,,,
1786,36.41354222,36.78,36.78,0.055075992,-0.009963507,FALSE,0,,0,0.009963507,0.02025695,2.025694976,,,,,
1154,33.41277878,34.64999999,33.82,0.07244374,-0.01204084,FALSE,0.024541691,,0.060128303,0.01204084,0.024500473,2.450047285,,,,,
1812,69.62240939,70.51000001,67.88,0.077106147,0.025668966,TRUE,0.038744844,,0.202789167,0.025668966,0.052339652,5.233965237,,,,,
1675,259.953854,262.92,255.78,0.012994773,0.016318141,TRUE,0.027914614,,0.092782678,0.016318141,0.03323803,3.323803017,,,,,
461,109.9107127,100.2,108.68,0.021196645,0.011324188,TRUE,-0.078027236,,-0.179747546,0.011324188,0.023036513,2.303651332,,,,,
1248,167.5505139,164,165.59,0.014547567,0.011839567,TRUE,-0.009602029,,-0.023130631,0.011839567,0.024089316,2.408931615,,,,,
1832,79.56743526,85.11999996,77.6,0.066617685,0.025353547,TRUE,0.096907216,,0.50096499,0.025353547,0.051695324,5.169532373,,,,,
336,130.4486914,133,128.8,0.02022677,0.012800399,TRUE,0.032608696,,0.084952435,0.012800399,0.02605208,2.60520797,,,,,
597,68.92427248,66.72999997,68.48,0.019212188,0.006487624,TRUE,-0.025554907,,-0.03362133,0.006487624,0.013156506,1.315650633,,,,,
569,221.9713462,229.67,218.82,0.013400448,0.014401546,TRUE,0.049584133,,0.14539486,0.014401546,0.02932286,2.932286018,,,,,
1400,74.85405432,68.89000003,73.2,0.062927643,0.02259637,TRUE,-0.058879781,,-0.27121814,0.02259637,0.046063035,4.60630348,,,,,
1059,21.1038202,21.36000001,20.52,0.282764549,0.028451277,TRUE,0.040935673,,0.237522224,0.028451277,0.058023285,5.802328548,,,,,
1405,82.99104328,81.64999999,81.8,0.036243799,0.014560431,TRUE,-0.001833741,,-0.00543657,0.014560431,0.029647427,2.964742733,,,,,
1187,139.6563096,137.59,137.9,0.018796774,0.01273611,TRUE,-0.002248006,,-0.005827,0.01273611,0.025920751,2.59207514,,,,,
919,101.7839145,98.95999999,101.11,0.013370761,0.006665162,TRUE,-0.02126397,,-0.028747136,0.006665162,0.013519176,1.351917638,,,,,
171,44.71136366,43.91000001,43.81,0.095714605,0.020574382,TRUE,0.002282584,,0.009571461,0.020574382,0.041932569,4.193256858,,,,,
626,35.99482464,37.67999999,36.24,0.037869168,-0.006765325,FALSE,0.039735099,,0.054531601,0.006765325,0.013723786,1.372378636,,,,,
1176,46.85063419,47.52999998,46.59,0.02432166,0.005594209,TRUE,0.020176003,,0.02286236,0.005594209,0.011331462,1.133146151,,,,,
1326,84.76991895,91.34000004,83.59,0.034380474,0.014115551,TRUE,0.09271444,,0.266448678,0.014115551,0.028738639,2.873863854,,,,,
1285,63.01410369,65.01999998,62.72,0.015119001,0.004689153,TRUE,0.036670918,,0.034773703,0.004689153,0.009482638,0.948263758,,,,,
1244,296.2580063,304.42,291.67,0.010983938,0.015730128,TRUE,0.043713786,,0.140045213,0.015730128,0.032036853,3.20368528,,,,,
1108,24.36226862,23.21000001,24.44,0.026189838,-0.003180498,FALSE,-0.050327332,,-0.0322135,0.003180498,0.006400796,0.640079635,,,,,
1139,77.61386664,75.18,76.16,0.051076113,0.019089635,TRUE,-0.012867647,,-0.050054591,0.019089635,0.038899568,3.889956786,,,,,
1717,64.79527634,58.76,66.93,0.097202701,-0.03189487,FALSE,-0.122067832,,-0.794146069,0.03189487,0.065057768,6.505776798,,,,,
930,36.84209203,36.20999998,35.86,0.155741435,0.027386839,TRUE,0.009760178,,0.054509499,0.027386839,0.055848878,5.584887847,,,,,
1491,36.98489523,35.19,36.48,0.077238001,0.01384033,TRUE,-0.035361842,,-0.099637022,0.01384033,0.028176423,2.817642291,,,,,
693,90.6789291,88.42999999,88.99,0.043458014,0.018978864,TRUE,-0.006292842,,-0.024336488,0.018978864,0.038673287,3.86732867,,,,,
722,100.6128037,100.95,99.02,0.033087416,0.016085677,TRUE,0.019491012,,0.063858713,0.016085677,0.032763159,3.276315937,,,,,
1650,78.06753689,80.41,76.25,0.063733036,0.023836549,TRUE,0.054557377,,0.26512943,0.023836549,0.04859644,4.859644007,,,,,
1243,27.90355028,27.86000001,27.82,0.021706357,0.003003245,TRUE,0.001437815,,0.000868255,0.003003245,0.006038708,0.603870845,,,,,
648,138.2373464,129.6400001,136.52,0.018752365,0.012579449,TRUE,-0.050395546,,-0.129016273,0.012579449,0.025600729,2.560072928,,,,,
759,70.50479292,66.66999999,69.21,0.055079229,0.018708177,TRUE,-0.036699899,,-0.139901242,0.018708177,0.038120334,3.812033425,,,,,
916,44.8957065,43.66,45.09,0.019308276,-0.004309015,FALSE,-0.031714349,,-0.027610835,0.004309015,0.008706102,0.870610169,,,,,
1732,78.01795711,77.54000002,76.9,0.038493114,0.014537804,TRUE,0.008322497,,0.024635594,0.014537804,0.029601205,2.960120464,,,,,
749,25.98604514,25.62,27.03,0.29152771,-0.038622081,FALSE,-0.052164262,,-0.411054071,0.038622081,0.07879994,7.879993992,,,,,
1488,128.867462,126.91,127.26,0.020200135,0.012631321,TRUE,-0.002750275,,-0.007070047,0.012631321,0.025706692,2.570669179,,,,,
840,275.405541,277.85,271.2,0.011645049,0.015507157,TRUE,0.024520649,,0.077439579,0.015507157,0.031581374,3.158137399,,,,,
1864,36.43635951,37.31,36.51,0.011021699,-0.002016995,FALSE,0.021911805,,0.008817359,0.002016995,0.004024022,0.402402238,,,,,
1095,15.92607985,16.27,16.02,0.074156616,-0.005862681,FALSE,0.015605493,,0.018539154,0.005862681,0.01187989,1.187988986,,,,,
1121,35.42102052,33.39000001,34.35,0.185143254,0.031179637,TRUE,-0.027947598,,-0.177737522,0.031179637,0.063596708,6.359670783,,,,,
1658,62.1356671,62.49999999,60.83,0.071922177,0.021464197,TRUE,0.027453559,,0.120110035,0.021464197,0.04375026,4.375026031,,,,,
398,84.15746966,85.73999997,82.9,0.037261278,0.015168512,TRUE,0.034258142,,0.105822028,0.015168512,0.030889599,3.088959937,,,,,
173,97.22483799,90.98000002,95.89,0.029554926,0.013920513,TRUE,-0.051204505,,-0.145114688,0.013920513,0.028340219,2.834021896,,,,,
84,83.87587972,89.39000003,82.71,0.034697967,0.014095995,TRUE,0.080764116,,0.231782419,0.014095995,0.028698688,2.869868833,,,,,
1374,83.96246207,86.84000003,84.31,0.00987352,-0.004122144,FALSE,0.030008303,,0.024980007,0.004122144,0.008324365,0.832436497,,,,,
244,97.2251365,97.99999997,95.87,0.030018428,0.014135147,TRUE,0.022217586,,0.06393925,0.014135147,0.028778667,2.877866675,,,,,
951,51.97836696,51.68000002,51.97,0.000447634,0.000160996,TRUE,-0.005580142,,-0.000129814,0.000160996,0.000232635,0.023263544,,,,,
1133,29.93790135,27.39999999,29.17,0.1840242,0.026325038,TRUE,-0.06067878,,-0.325722837,0.026325038,0.053679859,5.367985928,,,,,
1512,55.33694337,59.36999997,54.7,0.043309755,0.011644303,TRUE,0.085374771,,0.202256556,0.011644303,0.023690436,2.369043617,,,,,
1594,71.34988225,69.45999999,69.56,0.075427501,0.025731487,TRUE,-0.001437608,,-0.007542751,0.025731487,0.05246737,5.246736976,,,,,
809,221.913066,214.6600001,218.35,0.015222363,0.016318141,TRUE,-0.016899473,,-0.056170519,0.016318141,0.03323803,3.323803017,,,,,
1413,102.744535,106.91,101.39,0.026821683,0.013359651,TRUE,0.054443239,,0.148055692,0.013359651,0.027194505,2.719450463,,,,,
854,27.31818548,26.72,27.57,0.067325806,-0.009133643,FALSE,-0.030830613,,-0.057226935,0.009133643,0.018561725,1.856172458,,,,,
846,121.3436229,124.04,120.5,0.011788596,0.00700102,TRUE,0.029377593,,0.041731631,0.00700102,0.014205259,1.420525878,,,,,
1520,46.81156247,43.62,46.26,0.052442606,0.011923097,TRUE,-0.057068742,,-0.138448481,0.011923097,0.02425995,2.425994972,,,,,
1651,323.4373391,323.5199999,318.97,0.008939354,0.014005515,TRUE,0.014264664,,0.040674061,0.014005515,0.028513858,2.851385845,,,,,
428,235.1008771,248.0999999,232.58,0.009478407,0.010838753,TRUE,0.066729727,,0.147104876,0.010838753,0.022044879,2.204487907,,,,,
309,40.04216574,41.15999998,40.27,0.028460623,-0.005657667,FALSE,0.022100819,,0.025329954,0.005657667,0.011461093,1.14610928,,,,,
1796,119.6795503,125.71,118.13,0.022601795,0.013117331,TRUE,0.064166596,,0.171321602,0.013117331,0.0266995,2.669949987,,,,,
1482,76.2211331,76.90999999,76.16,0.002026625,0.000802693,TRUE,0.009847689,,0.001519969,0.000802693,0.001543478,0.154347755,,,,,
246,142.2885917,148.15,139.84,0.025509605,0.017509952,TRUE,0.059425057,,0.211984819,0.017509952,0.035672632,3.567263197,,,,,
1091,73.34720685,73.63000004,72.15,0.046847021,0.016593304,TRUE,0.020512821,,0.069333593,0.016593304,0.033800126,3.380012595,,,,,
969,243.5649702,243.26,240.8,0.009700903,0.011482434,TRUE,0.010215947,,0.023864223,0.011482434,0.023359775,2.335977537,,,,,
1562,178.1639259,173.96,176,0.014215757,0.012295034,TRUE,-0.011590909,,-0.029000144,0.012295034,0.025019732,2.501973235,,,,,
135,163.2296535,164.58,161.02,0.017349671,0.013722851,TRUE,0.022109055,,0.061764829,0.013722851,0.02793644,2.793644009,,,,,
22,211.7068615,197.0199999,209.32,0.011082251,0.011402931,TRUE,-0.058761705,,-0.13631169,0.011402931,0.023197368,2.319736813,,,,,
379,219.1891438,231.9499999,216.84,0.010161511,0.010833535,TRUE,0.069682715,,0.153540437,0.010833535,0.022034221,2.203422137,,,,,
1761,81.08102984,80.01999997,79,0.067993437,0.02634215,TRUE,0.012911392,,0.069353304,0.02634215,0.053714815,5.371481548,,,,,
55,45.45572976,43.58999999,42.76,0.300951559,0.063043259,TRUE,0.019410664,,0.249789791,0.063043259,0.128686886,12.86868865,,,,,
1284,17.06388551,16.6,16.91,0.10936455,0.009100267,TRUE,-0.018332348,,-0.033903011,0.009100267,0.018493545,1.849354535,,,,,
1128,15.72981546,16.28000001,15.56,0.142659093,0.01091359,TRUE,0.046272494,,0.102714548,0.01091359,0.022197755,2.219775487,,,,,
1522,139.6748402,143.8299999,138.69,0.010389741,0.007101018,TRUE,0.037061071,,0.053403269,0.007101018,0.014409532,1.440953202,,,,,
1456,80.11950779,65.15999997,78.49,0.053909016,0.020760706,TRUE,-0.169830552,,-0.718607184,0.020760706,0.042313187,4.231318665,,,,,
1396,328.7988457,353.44,324.55,0.008210362,0.013091498,TRUE,0.08901556,,0.237197349,0.013091498,0.026646729,2.664672884,,,,,
728,82.99802315,82.71000004,81.66,0.040870941,0.016385294,TRUE,0.012858193,,0.04291449,0.016385294,0.033375211,3.33752105,,,,,
656,82.35573825,82.23999997,80.24,0.067007547,0.026367625,TRUE,0.024925224,,0.134015093,0.026367625,0.053766856,5.376685596,,,,,
1321,144.0215503,155.34,141.26,0.028202458,0.019549415,TRUE,0.099674359,,0.397090611,0.019549415,0.039838793,3.983879254,,,,,
1402,38.01446502,43.04000001,38.1,0.01178428,-0.002245013,FALSE,0.129658793,,0.058214344,0.002245013,0.004489811,0.448981073,,,,,
570,12.37126039,12.19,11.72,0.967723718,0.055568293,TRUE,0.040102389,,0.454830146,0.055568293,0.11341722,11.34172197,,,,,
1372,88.06567401,85.19000004,86.55,0.04122133,0.01751212,TRUE,-0.01571346,,-0.056061007,0.01751212,0.035677061,3.567706095,,,,,
1399,174.6457254,169.5700001,172.51,0.014604319,0.012380299,TRUE,-0.01704249,,-0.042936696,0.012380299,0.02519391,2.519391024,,,,,
1251,17.65253512,15.92999999,18.05,0.248676343,-0.022020215,FALSE,-0.117451524,,-0.527193848,0.022020215,0.04488608,4.488607983,,,,,
1,65.32341707,64.58,63.78,0.07735497,0.024199076,TRUE,0.012543117,,0.061883976,0.024199076,0.049337,4.933700003,,,,,
1828,107.5483897,110.87,106.09,0.026378737,0.013746722,TRUE,0.045056084,,0.126090364,0.013746722,0.027985203,2.798520259,,,,,
1745,49.74917667,52.09999999,51.29,0.119460995,-0.030041398,FALSE,0.015792552,,0.096763405,0.030041398,0.061271544,6.127154438,,,,,
643,118.9563349,118.98,117.44,0.022376685,0.012911571,TRUE,0.013113079,,0.034460095,0.012911571,0.026279179,2.627917892,,,,,
1349,46.41893062,47.32000002,46.26,0.014963038,0.003435595,TRUE,0.022913965,,0.01586082,0.003435595,0.006921901,0.692190125,,,,,
458,39.14588646,40.12000001,38.85,0.03979866,0.007616125,TRUE,0.032689833,,0.050544298,0.007616125,0.015461779,1.546177933,,,,,
240,266.405282,286.54,263.95,0.00716264,0.009302072,TRUE,0.085584391,,0.161804038,0.009302072,0.018905788,1.890578836,,,,,
740,66.37743081,67.47000003,65.43,0.045060771,0.014480067,TRUE,0.031178359,,0.091923973,0.014480067,0.029483262,2.94832622,,,,,
789,98.44208704,99.79999996,97.09,0.029201436,0.01392612,TRUE,0.027912246,,0.079135889,0.01392612,0.028351674,2.83516738,,,,,
1713,83.34217806,84.00999996,82.15,0.035969474,0.01451221,TRUE,0.022641509,,0.06690322,0.01451221,0.029548923,2.954892254,,,,,
987,56.93508922,56.50000001,56.83,0.00647761,0.001849186,TRUE,-0.005806792,,-0.002137611,0.001849186,0.003681226,0.368122564,,,,,
935,213.2633515,221.67,210.66,0.01193796,0.012358072,TRUE,0.052264312,,0.131436934,0.012358072,0.025148506,2.514850561,,,,,
383,56.17543483,55.14000003,54.84,0.090533032,0.024351474,TRUE,0.00547046,,0.027159912,0.024351474,0.049648314,4.96483145,,,,,
1383,60.10068979,60.51999998,60.39,0.016045817,-0.004790697,FALSE,0.002152674,,0.002085956,0.004790697,0.009690069,0.969006894,,,,,
252,74.05408326,73.43,72.13,0.075412716,0.026675215,TRUE,0.018023014,,0.098036531,0.026675215,0.054395192,5.439519233,,,,,
