,Predicted,Actual,Starting Price,Shares,Predictions,,Actual,,$ made,absolute of F,Normalized,Money Invested,,BUY ROI,,SELL ROI,
241,78.4946196,79.84000001,76.88,0.055678616,0.021001816,TRUE,0.038501561,,0.164808704,0.021001816,0.04280572,4.280572009,,,,,
29,52.00412301,54.79,51.94,0.004670164,0.001234559,TRUE,0.054871005,,0.013309966,0.001234559,0.002425683,0.242568296,,,,,
679,43.89524319,40.47999999,43.47,0.045749013,0.009782452,TRUE,-0.068783069,,-0.136789549,0.009782452,0.019887096,1.988709594,,,,,
1211,314.0303854,309.8199999,311.13,0.006089642,0.009322101,TRUE,-0.004210459,,-0.007977432,0.009322101,0.018946703,1.894670313,,,,,
823,36.50012305,38.00000001,36.71,0.031551684,-0.00571716,FALSE,0.035140289,,0.040701673,0.00571716,0.011582623,1.158262332,,,,,
287,178.8317537,183.0899999,176.26,0.016855341,0.014590682,TRUE,0.038749574,,0.115121976,0.014590682,0.029709224,2.970922373,,,,,
1105,96.81951904,103.55,95.52,0.028993974,0.01360468,TRUE,0.084066164,,0.232821609,0.01360468,0.027695044,2.769504372,,,,,
513,479.4782137,485.47,472.3,0.006553185,0.01519842,TRUE,0.027884819,,0.086305449,0.01519842,0.030950694,3.095069376,,,,,
1065,61.82369796,76.25,62.26,0.022838084,-0.007007742,FALSE,0.224702859,,0.31950479,0.007007742,0.014218991,1.421899089,,,,,
181,159.4288871,149.17,157.2,0.018363599,0.014178671,TRUE,-0.051081425,,-0.147459699,0.014178671,0.028867577,2.886757732,,,,,
1672,57.25811871,54.08000001,56.75,0.032059925,0.008953634,TRUE,-0.047048458,,-0.085599999,0.008953634,0.018194007,1.819400724,,,,,
190,49.4611155,49.16999999,48.92,0.045992141,0.011061233,TRUE,0.005110384,,0.011498035,0.011061233,0.022499355,2.249935527,,,,,
1461,53.40758773,53.71000002,52.94,0.033899457,0.008832409,TRUE,0.014544768,,0.026102583,0.008832409,0.017946373,1.794637264,,,,,
834,39.95416846,43.49,41.58,0.191868327,-0.039101288,FALSE,0.045935546,,0.366468505,0.039101288,0.07977885,7.977885037,,,,,
1039,86.1533649,88.73000003,85.01,0.032206324,0.013449769,TRUE,0.043759558,,0.119807528,0.013449769,0.027378596,2.737859636,,,,,
123,34.84145599,36.00000001,34.98,0.022854481,-0.003960663,FALSE,0.02915952,,0.023311571,0.003960663,0.007994498,0.799449751,,,,,
323,209.5668475,193.53,207.48,0.009856426,0.010058066,TRUE,-0.067235396,,-0.137497141,0.010058066,0.020450113,2.045011252,,,,,
1543,160.2441481,154.8,158.25,0.01620554,0.012601252,TRUE,-0.021800948,,-0.055909112,0.012601252,0.025645266,2.564526637,,,,,
880,76.13031799,74.88000001,75.55,0.020641698,0.007681244,TRUE,-0.008868299,,-0.013829937,0.007681244,0.015594803,1.559480274,,,,,
757,89.61947071,89.52999998,87.51,0.05616022,0.024105482,TRUE,0.023083076,,0.113443643,0.024105482,0.049145808,4.914580825,,,,,
318,1913.061802,1886.3,1817.27,0.005919996,0.052711926,TRUE,0.03798555,,0.408657317,0.052711926,0.107582309,10.75823089,,,,,
1824,23.47603928,22.58000001,22.11,0.570393698,0.061783776,TRUE,0.02125735,,0.268085043,0.061783776,0.126114047,12.61140466,,,,,
1157,56.61929901,56.73000001,55.36,0.083763842,0.022747453,TRUE,0.02474711,,0.114756464,0.022747453,0.046371663,4.637166296,,,,,
1652,50.46936691,48.68000001,47.62,0.256476642,0.059835508,TRUE,0.022259555,,0.271865243,0.059835508,0.122134177,12.2134177,,,,,
1541,206.4993795,201.32,203.86,0.012926319,0.01294702,TRUE,-0.012459531,,-0.032832849,0.01294702,0.026351593,2.635159307,,,,,
644,58.92615456,56.89999998,58.09,0.050452222,0.014394122,TRUE,-0.020485454,,-0.060038145,0.014394122,0.029307695,2.93076955,,,,,
1150,133.7492535,132.8299999,132.05,0.019833927,0.012868258,TRUE,0.005906853,,0.015470462,0.012868258,0.0261907,2.619070021,,,,,
732,69.80789823,53.87,69.39,0.017590826,0.006022456,TRUE,-0.223663352,,-0.273009613,0.006022456,0.012206274,1.220627388,,,,,
1260,123.0375872,126.69,121.36,0.023188441,0.01382323,TRUE,0.043918919,,0.123594388,0.01382323,0.028141491,2.814149145,,,,,
131,176.8517715,169.6399999,174.83,0.013456977,0.011564214,TRUE,-0.029685981,,-0.06984171,0.011564214,0.023526832,2.352683227,,,,,
343,95.62571546,97.14,94.3,0.030352144,0.014058488,TRUE,0.030116649,,0.086200088,0.014058488,0.028622072,2.86220716,,,,,
771,112.0003752,108.71,110.49,0.025186035,0.013669791,TRUE,-0.016110055,,-0.044831142,0.013669791,0.02782805,2.782805001,,,,,
533,219.6676307,217.5200001,215.91,0.016421455,0.01740369,TRUE,0.007456811,,0.026438543,0.01740369,0.035455563,3.545556263,,,,,
812,42.70287599,44.53000001,42.49,0.023859984,0.005010026,TRUE,0.048011297,,0.048674367,0.005010026,0.010138107,1.013810715,,,,,
564,73.10106633,71.94000003,71.45,0.065931659,0.023107996,TRUE,0.006857943,,0.032306515,0.023107996,0.047108171,4.710817063,,,,,
93,64.23058317,42.68999999,43.12,2.319109462,0.489577532,TRUE,-0.009972171,,-0.9972171,0.489577532,1,100,,,,,
1611,45.07424682,45.89000002,45.14,0.006378742,-0.00145665,FALSE,0.016614976,,0.004784056,0.00145665,0.002879364,0.287936393,,,,,
983,45.68373206,46.59000001,45.11,0.057381517,0.012718512,TRUE,0.03280869,,0.084924645,0.012718512,0.025884802,2.588480211,,,,,
852,164.7333317,163.19,162.51,0.017138241,0.013681199,TRUE,0.004184358,,0.011654004,0.013681199,0.027851355,2.785135541,,,,,
9,11.54801645,12.19,12.07,0.731120906,-0.043246359,FALSE,0.009942005,,0.087734509,0.043246359,0.088246293,8.824629337,,,,,
1793,144.4263875,150.25,142.74,0.016840344,0.011814401,TRUE,0.052613143,,0.126470985,0.011814401,0.024037907,2.403790729,,,,,
1728,67.0409421,67.00999998,65.35,0.080735843,0.025875166,TRUE,0.025401683,,0.134021498,0.025875166,0.052760873,5.276087319,,,,,
738,99.62475453,101.99,98.31,0.02769089,0.013373558,TRUE,0.037432611,,0.101902476,0.013373558,0.027222914,2.722291439,,,,,
1067,29.51822218,29.12000001,29.69,0.039483534,-0.005785713,FALSE,-0.019198383,,-0.022505614,0.005785713,0.011722661,1.172266118,,,,,
1082,31.12744583,32.77000001,30.48,0.142046161,0.021241661,TRUE,0.075131234,,0.325285711,0.021241661,0.04329567,4.329566996,,,,,
1002,51.61068142,51.43000002,51.11,0.038965144,0.009796154,TRUE,0.006261006,,0.012468847,0.009796154,0.019915085,1.991508525,,,,,
392,49.90612143,50.60999998,49.62,0.023544754,0.005766252,TRUE,0.019951632,,0.023309306,0.005766252,0.011682907,1.168290692,,,,,
1583,77.94725853,70.60000002,76.66,0.044619863,0.016791789,TRUE,-0.079050352,,-0.270396366,0.016791789,0.034205587,3.420558661,,,,,
786,254.6478918,229.39,251.43,0.010359907,0.012798361,TRUE,-0.087658593,,-0.228332359,0.012798361,0.026047915,2.604791517,,,,,
1230,46.17564557,45.56999999,46.19,0.001166029,-0.000310769,FALSE,-0.013422819,,-0.000722938,0.000310769,0.000538589,0.053858871,,,,,
200,305.6633969,308.1699999,303,0.005894364,0.008790089,TRUE,0.017062706,,0.03047386,0.008790089,0.017859922,1.785992197,,,,,
1693,20.37013721,23.09,19.5,0.466960402,0.044622421,TRUE,0.184102564,,1.676387841,0.044622421,0.091057278,9.105727831,,,,,
332,203.0539424,198.0100001,199.09,0.020380736,0.019910304,TRUE,-0.005424682,,-0.022011194,0.019910304,0.040576008,4.057600794,,,,,
663,102.2609759,99.86999998,100.89,0.027418617,0.013588819,TRUE,-0.010110021,,-0.02796699,0.013588819,0.027662643,2.766264256,,,,,
594,80.86931913,78.74000003,79.7,0.037483476,0.014671507,TRUE,-0.012045169,,-0.035984136,0.014671507,0.029874331,2.987433059,,,,,
116,89.20156035,89.44,87.95,0.032942775,0.014230362,TRUE,0.016941444,,0.049084735,0.014230362,0.028973171,2.897317076,,,,,
730,34.32710605,36.25999999,34.08,0.043179079,0.007250764,TRUE,0.063967136,,0.094130392,0.007250764,0.01471543,1.471543012,,,,,
305,159.255253,158.68,157.48,0.01456166,0.011272879,TRUE,0.007620015,,0.017473991,0.011272879,0.022931702,2.29317018,,,,,
1111,522.5580958,517.0500003,515.04,0.005770883,0.01459711,TRUE,0.00390261,,0.011599476,0.01459711,0.029722355,2.972235466,,,,,
291,368.9850176,370.7699999,363.77,0.008024033,0.01433603,TRUE,0.019242928,,0.056168233,0.01433603,0.029189026,2.918902631,,,,,
911,66.83010387,67.55000003,66.88,0.002134836,-0.000746055,FALSE,0.010017943,,0.00143034,0.000746055,0.001427778,0.142777814,,,,,
54,235.437628,227.5900001,233.08,0.008823848,0.010115102,TRUE,-0.023554144,,-0.048442923,0.010115102,0.020566624,2.056662429,,,,,
1210,26.12274809,27.73000001,26.38,0.075149491,-0.009751778,FALSE,0.051175133,,0.101451814,0.009751778,0.019824436,1.982443581,,,,,
1756,35.58865978,36.58000001,35.79,0.031840141,-0.0056256,FALSE,0.022073205,,0.025153712,0.0056256,0.011395587,1.139558655,,,,,
1626,320.1834805,316.75,317.32,0.005778915,0.009023952,TRUE,-0.001796294,,-0.003293981,0.009023952,0.018337652,1.833765221,,,,,
1240,111.1576396,112.23,109.72,0.024307166,0.013102803,TRUE,0.022876413,,0.061010989,0.013102803,0.026669823,2.666982306,,,,,
1665,120.061903,124.3,123.41,0.044829386,-0.027129868,FALSE,0.007211733,,0.039898153,0.027129868,0.055323946,5.532394576,,,,,
755,125.7968437,123.4300001,123.01,0.037544645,0.022655424,TRUE,0.003414357,,0.015768753,0.022655424,0.046183667,4.618366735,,,,,
284,61.75436046,65.17000001,60.015,0.098488091,0.028982095,TRUE,0.085895193,,0.507706108,0.028982095,0.059107628,5.910762765,,,,,
1629,89.89875821,90.11999999,88.56,0.034760948,0.015116963,TRUE,0.017615176,,0.054227078,0.015116963,0.030784295,3.078429512,,,,,
1527,179.9253283,188.02,176.89,0.019761749,0.017159412,TRUE,0.062920459,,0.219948261,0.017159412,0.034956557,3.495655695,,,,,
85,159.8320211,157.72,158.01,0.014846582,0.011531049,TRUE,-0.001835327,,-0.004305509,0.011531049,0.023459085,2.34590849,,,,,
1831,35.28830886,38.15000002,34.62,0.113627165,0.019304127,TRUE,0.101964183,,0.401103895,0.019304127,0.039337725,3.933772457,,,,,
1323,119.2489759,122.99,117.67,0.023213295,0.013418678,TRUE,0.045211184,,0.123494728,0.013418678,0.027315084,2.731508391,,,,,
1497,60.31696328,56.39999998,59.26,0.061320858,0.017836032,TRUE,-0.048261897,,-0.175377654,0.017836032,0.03633874,3.633874021,,,,,
989,55.48500824,57.07000001,54,0.103852506,0.027500153,TRUE,0.056851852,,0.318827195,0.027500153,0.056080353,5.608035339,,,,,
1231,598.2832826,572.1999998,589.94,0.004880815,0.014142595,TRUE,-0.030070855,,-0.086585667,0.014142595,0.028793883,2.87938828,,,,,
52,83.58798477,81.79999997,81.6,0.060871272,0.024362558,TRUE,0.00245098,,0.012174252,0.024362558,0.049670958,4.967095783,,,,,
1239,44.87956439,44.87000001,45.17,0.028865299,-0.006429834,FALSE,-0.006641576,,-0.008659589,0.006429834,0.013038455,1.303845544,,,,,
412,133.5450697,137.46,131.88,0.01948369,0.012625642,TRUE,0.042311192,,0.108718991,0.012625642,0.02569509,2.569509046,,,,,
1188,85.45527795,83.01000004,84.26,0.034276898,0.014185592,TRUE,-0.014835034,,-0.042846122,0.014185592,0.028881715,2.888171466,,,,,
563,144.5336365,133.58,142,0.025599982,0.017842511,TRUE,-0.059295775,,-0.215551846,0.017842511,0.036351974,3.635197388,,,,,
1303,61.07303372,60.25999997,59.4,0.096699683,0.028165551,TRUE,0.014478114,,0.083161725,0.028165551,0.057439612,5.743961175,,,,,
408,46.50958143,47.42000001,45.96,0.052939256,0.011957821,TRUE,0.031766754,,0.077291314,0.011957821,0.024330882,2.433088184,,,,,
1811,177.592198,198.1599999,175.4,0.014501092,0.012498278,TRUE,0.129760547,,0.330044844,0.012498278,0.025434915,2.54349147,,,,,
517,99.14921069,95.63999997,97.73,0.030255205,0.014521751,TRUE,-0.02138545,,-0.063233379,0.014521751,0.029568412,2.956841157,,,,,
1727,103.0733758,103.26,101.47,0.031716371,0.015801476,TRUE,0.017640682,,0.056772305,0.015801476,0.032182602,3.218260191,,,,,
602,210.2003226,202.0400001,207.06,0.01491595,0.015166244,TRUE,-0.02424418,,-0.07487807,0.015166244,0.030884967,3.088496683,,,,,
249,25.58319489,25.82999999,24.35,0.424472833,0.050644554,TRUE,0.060780287,,0.628219787,0.050644554,0.103359135,10.33591348,,,,,
1186,76.70105579,77.29000002,72.9,0.145974469,0.052140683,TRUE,0.060219479,,0.64082792,0.052140683,0.106415388,10.64153876,,,,,
768,67.44166451,68.58000001,67.01,0.019493931,0.006441792,TRUE,0.023429339,,0.030605472,0.006441792,0.013062883,1.306288331,,,,,
583,94.43359567,83.86000004,93.19,0.029149083,0.013344733,TRUE,-0.100118038,,-0.271960946,0.013344733,0.027164031,2.716403069,,,,,
139,41.20051162,39.20999999,40.99,0.025359345,0.005135682,TRUE,-0.043425226,,-0.045139635,0.005135682,0.010394796,1.039479566,,,,,
875,216.4119996,222.8099999,212.39,0.018168219,0.018936859,TRUE,0.04906069,,0.189312844,0.018936859,0.038587481,3.858748098,,,,,
1201,60.47646213,52.84000001,59.44,0.059764204,0.017437115,TRUE,-0.111036339,,-0.394443744,0.017437115,0.035523843,3.552384269,,,,,
1547,116.6695968,116.23,115.97,0.010543183,0.006032567,TRUE,0.002241959,,0.002741227,0.006032567,0.012226929,1.222692912,,,,,
1124,64.902807,62.52,64,0.044874783,0.014106359,TRUE,-0.023125,,-0.066414679,0.014106359,0.028719861,2.871986105,,,,,
1678,233.0656536,245.5700001,230.19,0.011044422,0.012492522,TRUE,0.066814371,,0.169863214,0.012492522,0.025423155,2.542315546,,,,,
130,71.18970142,75.33000001,69.99,0.049891454,0.01714104,TRUE,0.076296614,,0.266420365,0.01714104,0.034919029,3.49190286,,,,,
981,16.07336297,14.90999999,15.96,0.090309928,0.007102943,TRUE,-0.065789474,,-0.094825424,0.007102943,0.014413464,1.441346445,,,,,
1662,102.8776916,101.78,100.69,0.043983619,0.021726999,TRUE,0.010825305,,0.047942143,0.021726999,0.044287106,4.428710635,,,,,
1393,109.055106,108.07,107.66,0.024498353,0.012958443,TRUE,0.003808285,,0.010044324,0.012958443,0.026374927,2.637492701,,,,,
978,115.687034,107.3,114.23,0.022725975,0.012755265,TRUE,-0.060667075,,-0.157491009,0.012755265,0.025959882,2.595988164,,,,,
519,205.7189026,206.92,203.57,0.010545491,0.010556087,TRUE,0.016456256,,0.035327397,0.010556087,0.021467457,2.14674569,,,,,
1617,88.35582326,88.34000004,87.05,0.035091426,0.015000842,TRUE,0.01481907,,0.045267941,0.015000842,0.030547086,3.054708611,,,,,
803,16.78876644,15.31,15.97,0.655196004,0.051269032,TRUE,-0.041327489,,-0.432429362,0.051269032,0.104634802,10.46348019,,,,,
41,13.37794594,13.99000001,13.95,0.5998045,-0.041007459,FALSE,0.002867384,,0.023992184,0.041007459,0.083672728,8.367272779,,,,,
1552,152.2501914,157.2599999,150.51,0.015628357,0.011561966,TRUE,0.044847518,,0.105491407,0.011561966,0.02352224,2.352223968,,,,,
558,80.10493465,75.55999996,77.82,0.076950992,0.029361792,TRUE,-0.029041378,,-0.173909244,0.029361792,0.059883262,5.988326176,,,,,
835,35.34567799,32.88999999,34.31,0.179442479,0.030185893,TRUE,-0.041387351,,-0.254808322,0.030185893,0.061566714,6.156671438,,,,,
1408,124.0822485,122.18,122.15,0.026375515,0.015818654,TRUE,0.0002456,,0.000791266,0.015818654,0.032217691,3.221769128,,,,,
67,387.2965038,319.78,384.13,0.004358676,0.008243313,TRUE,-0.167521412,,-0.28048081,0.008243313,0.016742983,1.674298268,,,,,
1485,59.72105268,59.64,58.81,0.053646158,0.015491459,TRUE,0.014113246,,0.044526311,0.015491459,0.031549306,3.154930577,,,,,
178,109.7594507,105.01,107.75,0.035266679,0.018649194,TRUE,-0.025429234,,-0.096630698,0.018649194,0.037999846,3.799984629,,,,,
1225,14.4390028,13.55,13.45,1.116078945,0.073531806,TRUE,0.007434944,,0.111607891,0.073531806,0.150112618,15.01126182,,,,,
883,71.25863838,71.27999998,69.71,0.064961816,0.022215441,TRUE,0.022521876,,0.101990049,0.022215441,0.045284882,4.528488181,,,,,
650,74.53525917,74.51999999,73.16,0.052356141,0.018797966,TRUE,0.018589393,,0.071204351,0.018797966,0.038303752,3.83037525,,,,,
1390,77.32367684,80.61,76.73,0.02047328,0.007737219,TRUE,0.050566923,,0.079436326,0.007737219,0.015709148,1.570914759,,,,,
1730,95.75510918,87.58999996,96.39,0.013859188,-0.006586688,FALSE,-0.091295778,,-0.121960856,0.006586688,0.013358871,1.335887138,,,,,
326,120.4561507,116.95,118.94,0.02181216,0.012747189,TRUE,-0.016731125,,-0.043406199,0.012747189,0.025943383,2.594338332,,,,,
687,72.52857698,71.12999999,71.14,,0.019518934,,-0.000140568,,,,,,,,,,
1202,176.5079126,179.94,174.54,,0.011274852,,0.030938467,,,,,,,,,,
1411,127.179406,119.63,125.6,,0.012574889,,-0.047531847,,,,,,,,,,
166,98.78632972,97.09000004,97.39,,0.014337506,,-0.003080398,,,,,,,,,,
857,75.99838993,79.70999998,74.91,,0.014529301,,0.064076892,,,,,,,,,,
180,92.42267442,92.12000004,91.24,,0.012962236,,0.009644893,,,,,,,,,,
844,63.4087769,67.04000002,62.19,,0.019597635,,0.077986815,,,,,,,,,,
296,116.0654859,111.94,113.98,,0.018296946,,-0.017897877,,,,,,,,,,
321,187.6705176,201.2900001,184.54,,0.016963897,,0.09076623,,,,,,,,,,
1334,41.93624321,44.07999999,42.12,,-0.004362697,,0.046533713,,,,,,,,,,
551,76.2533768,81.32,76.5,,-0.003223833,,0.063006536,,,,,,,,,,
1258,16.09766218,14.07,15.23,,0.056970596,,-0.076165463,,,,,,,,,,
1130,92.96639432,93.42000003,91.6,,0.014916969,,0.019868996,,,,,,,,,,
384,1629.730295,1607.950001,1626.23,,0.002152398,,-0.011240722,,,,,,,,,,
1033,222.1576471,210,219.7,,0.011186377,,-0.044151115,,,,,,,,,,
552,203.305935,187.13,201.16,,0.010667802,,-0.069745476,,,,,,,,,,
1340,36.89964102,33.91,36.43,,0.012891601,,-0.069173758,,,,,,,,,,
